0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149
1459.309, 1450.931, 1453.062, 1451.989, 1449.965, 1446.790, 1451.916, 1448.880, 1447.855, 1448.876, 1435.335, 1774.923, 1508.056, 1509.246, 1509.007, 1508.852, 1509.006, 1750.560, 1293.647, 960.641, 1028.874, 842.118, 851.605, 784.922, 854.316, 848.597, 898.834, 941.081, 1004.951, 1053.694, 937.195, 138.224, 118.072, 92.212, 53.926, 35.986, 29.257, 0.000, 22.045, 71.302, 23.431, 26.981, 664.815, 238.361, 333.642, 872.746, 912.117, 900.396, 902.758, 905.191, 904.170, 908.950, 910.560, 912.437, 917.691, 914.411, 1054.070, 1086.044, 994.843, 1115.785, 946.788, 939.951, 698.300, 821.712, 791.795, 793.955, 812.583, 904.885, 722.075, 1179.869, 1145.922, 1143.288, 1131.932, 1132.246, 1131.363, 1132.201, 1131.386, 1131.236, 1133.213, 1132.178, 1132.637, 1133.649, 1134.632, 1147.433, 1209.873, 1243.008, 1152.543, 1109.252, 1277.029, 1355.467, 1327.395, 1266.856, 1274.411, 1270.680, 1267.338, 1278.361, 1276.057, 1280.859, 1304.629, 1280.917, 1186.182, 898.949, 882.127, 878.697, 878.764, 878.614, 877.198, 877.482, 875.539, 875.907, 877.333, 879.236, 878.679, 876.194, 881.838, 883.532, 888.817, 1271.705, 1245.735, 1240.845, 1229.415, 1227.105, 1227.508, 1226.488, 1225.853, 1226.866, 1226.315, 1225.966, 1226.593, 1225.199, 1224.769, 1226.283, 1228.380, 1239.786, 1245.587, 1089.080, 1556.016, 1080.820, 1079.169, 1048.066, 1035.706, 1032.998, 1030.960, 1031.014, 991.481, 913.603, 782.100, 761.265, 756.997, 778.357, 
1458.883, 1450.710, 1452.825, 1451.785, 1449.757, 1446.598, 1451.693, 1448.686, 1447.665, 1448.655, 1434.965, 1775.026, 1507.029, 1508.212, 1507.942, 1507.778, 1507.932, 1750.195, 1293.661, 961.016, 1029.902, 843.050, 852.354, 785.584, 854.689, 848.648, 898.869, 940.411, 1004.750, 1053.939, 937.318, 137.782, 117.809, 92.103, 54.809, 36.180, 29.496, 22.045, 0.000, 71.582, 23.345, 28.142, 666.107, 240.516, 334.573, 873.030, 912.729, 900.882, 903.055, 905.456, 904.438, 909.168, 910.799, 912.681, 917.931, 914.626, 1054.438, 1086.504, 996.165, 1116.460, 946.965, 940.216, 698.190, 821.755, 791.928, 794.084, 812.777, 905.099, 722.545, 1180.472, 1146.546, 1143.618, 1132.315, 1132.715, 1131.737, 1132.633, 1131.776, 1131.615, 1133.591, 1132.576, 1133.051, 1134.011, 1135.048, 1147.795, 1209.860, 1242.655, 1151.842, 1108.613, 1277.690, 1356.472, 1328.366, 1267.732, 1275.322, 1271.631, 1268.236, 1279.326, 1276.936, 1281.775, 1305.547, 1281.831, 1186.921, 898.902, 882.033, 878.636, 878.721, 878.573, 877.142, 877.443, 875.478, 875.811, 877.334, 879.188, 878.630, 876.143, 881.782, 883.442, 888.738, 1272.539, 1246.278, 1241.372, 1229.952, 1227.652, 1228.039, 1227.031, 1226.382, 1227.412, 1226.828, 1226.513, 1227.111, 1225.730, 1225.287, 1226.807, 1228.893, 1240.335, 1246.141, 1089.420, 1557.316, 1081.621, 1080.023, 1047.331, 1035.056, 1032.311, 1030.265, 1030.436, 990.625, 912.240, 781.904, 761.060, 756.865, 778.377, 
1456.759, 1448.412, 1451.647, 1450.135, 1448.825, 1445.583, 1450.308, 1447.820, 1446.669, 1447.779, 1433.263, 1766.240, 1502.205, 1502.975, 1503.488, 1503.283, 1502.915, 1742.086, 1292.056, 959.258, 1031.349, 842.922, 853.502, 785.156, 853.940, 845.794, 896.993, 938.802, 1002.452, 1049.825, 930.040, 131.947, 142.608, 122.886, 92.271, 82.152, 75.073, 71.302, 71.582, 0.000, 69.188, 71.610, 658.122, 234.401, 339.369, 867.110, 904.417, 893.107, 897.730, 901.048, 899.625, 905.677, 907.417, 909.370, 914.157, 910.680, 1047.959, 1082.485, 1004.238, 1106.334, 940.425, 933.761, 695.151, 823.082, 793.452, 795.544, 813.041, 906.431, 715.363, 1170.115, 1135.512, 1133.186, 1122.150, 1122.430, 1121.656, 1122.286, 1121.708, 1121.636, 1123.449, 1122.397, 1122.840, 1123.989, 1124.868, 1137.688, 1199.972, 1231.389, 1141.988, 1099.256, 1269.640, 1348.749, 1321.668, 1260.242, 1268.578, 1264.618, 1260.567, 1272.155, 1269.242, 1275.019, 1298.039, 1274.262, 1188.106, 893.978, 878.297, 875.043, 875.035, 874.947, 873.482, 873.744, 870.696, 870.923, 873.658, 875.637, 875.103, 871.082, 878.135, 878.368, 883.526, 1266.180, 1241.143, 1236.245, 1225.445, 1222.980, 1223.551, 1221.945, 1221.777, 1223.036, 1221.748, 1221.896, 1222.165, 1220.496, 1220.241, 1221.827, 1223.778, 1235.323, 1241.435, 1082.066, 1549.929, 1074.813, 1072.750, 1042.702, 1030.965, 1027.213, 1025.229, 1026.127, 985.102, 908.558, 774.891, 757.820, 753.214, 775.266, 
1459.092, 1451.048, 1453.425, 1452.380, 1450.395, 1447.235, 1452.358, 1449.371, 1448.312, 1449.325, 1435.581, 1773.132, 1506.267, 1507.438, 1507.223, 1507.039, 1507.153, 1749.432, 1294.160, 961.420, 1030.569, 843.540, 853.394, 786.732, 856.289, 850.616, 900.037, 940.691, 1004.237, 1052.117, 937.054, 144.717, 126.206, 100.190, 62.153, 43.081, 33.897, 23.431, 23.345, 69.188, 0.000, 23.854, 665.169, 237.118, 332.635, 871.956, 909.566, 897.927, 900.871, 903.863, 903.164, 908.175, 909.972, 911.883, 917.359, 913.940, 1053.692, 1086.461, 997.929, 1115.175, 945.266, 938.454, 696.817, 822.293, 792.177, 794.409, 813.052, 905.870, 720.562, 1179.318, 1144.155, 1140.805, 1129.525, 1129.955, 1129.061, 1129.785, 1129.010, 1128.853, 1130.822, 1129.842, 1130.353, 1131.346, 1132.315, 1145.081, 1207.389, 1240.283, 1150.543, 1107.393, 1276.107, 1354.700, 1326.756, 1266.115, 1273.781, 1269.926, 1266.580, 1277.548, 1275.320, 1280.171, 1303.969, 1280.176, 1187.420, 898.177, 881.572, 878.145, 878.232, 878.112, 876.661, 876.949, 874.908, 875.250, 876.811, 878.704, 878.148, 875.535, 881.308, 882.820, 888.119, 1270.985, 1245.307, 1240.353, 1229.022, 1226.612, 1227.099, 1226.043, 1225.422, 1226.500, 1225.877, 1225.521, 1226.158, 1224.671, 1224.277, 1225.895, 1227.915, 1239.362, 1245.137, 1087.886, 1554.915, 1079.531, 1077.835, 1047.831, 1035.446, 1032.626, 1030.602, 1030.791, 991.313, 913.726, 782.171, 762.026, 757.801, 778.927, 
1460.145, 1451.778, 1454.586, 1453.521, 1451.717, 1448.426, 1453.666, 1450.656, 1449.558, 1450.619, 1437.125, 1776.852, 1509.647, 1510.855, 1510.663, 1510.466, 1510.636, 1743.248, 1297.623, 965.837, 1032.821, 848.080, 856.866, 787.593, 854.424, 847.635, 897.432, 938.135, 1000.858, 1049.781, 938.363, 148.667, 129.256, 103.629, 65.681, 47.191, 37.736, 26.981, 28.142, 71.610, 23.854, 0.000, 664.528, 235.627, 332.038, 871.506, 909.730, 898.547, 902.125, 905.400, 904.897, 909.873, 911.683, 913.653, 919.378, 915.870, 1055.469, 1088.403, 996.947, 1114.929, 945.168, 938.308, 694.279, 818.847, 788.341, 790.556, 808.858, 901.434, 716.473, 1178.067, 1143.643, 1140.035, 1128.758, 1129.167, 1128.305, 1128.987, 1128.239, 1128.065, 1130.016, 1129.095, 1129.636, 1130.577, 1131.603, 1144.240, 1206.162, 1238.050, 1148.108, 1104.889, 1271.098, 1352.172, 1324.312, 1263.988, 1271.493, 1267.621, 1264.336, 1275.243, 1273.055, 1277.857, 1301.756, 1278.045, 1181.694, 894.103, 877.531, 874.050, 874.158, 874.034, 872.594, 872.873, 870.853, 871.238, 872.692, 874.693, 874.094, 871.444, 877.214, 878.758, 883.995, 1265.737, 1240.346, 1235.456, 1224.090, 1221.657, 1222.179, 1221.135, 1220.468, 1221.563, 1220.996, 1220.573, 1221.297, 1219.787, 1219.390, 1221.005, 1223.050, 1234.459, 1240.135, 1085.140, 1550.235, 1072.760, 1071.145, 1046.037, 1033.183, 1030.487, 1028.455, 1028.543, 989.701, 912.043, 781.376, 761.709, 757.454, 778.151, 
1474.785, 1461.848, 1465.355, 1465.449, 1463.773, 1460.485, 1465.421, 1462.346, 1462.165, 1462.977, 1444.073, 1747.062, 1485.541, 1483.790, 1480.766, 1481.117, 1481.350, 1720.261, 1370.845, 974.611, 1000.706, 857.646, 874.196, 795.034, 839.404, 825.832, 898.271, 964.275, 999.641, 1061.021, 923.311, 673.569, 678.317, 676.383, 670.411, 667.104, 666.631, 664.815, 666.107, 658.122, 665.169, 664.528, 0.000, 599.371, 667.891, 893.304, 917.530, 904.846, 906.006, 910.640, 911.335, 916.286, 917.996, 919.623, 926.411, 923.801, 1043.887, 1068.862, 1042.002, 1145.727, 961.292, 904.531, 693.903, 803.532, 775.255, 776.943, 796.830, 887.898, 719.948, 1202.146, 1158.761, 1135.339, 1123.005, 1123.428, 1121.975, 1123.300, 1122.393, 1122.057, 1123.980, 1122.425, 1122.362, 1124.375, 1125.280, 1139.615, 1202.986, 1275.519, 1166.525, 1119.449, 1301.073, 1368.409, 1348.317, 1282.002, 1290.410, 1285.815, 1281.372, 1293.760, 1290.467, 1297.308, 1321.707, 1295.387, 1193.453, 858.595, 841.523, 839.199, 838.321, 838.467, 836.811, 837.002, 839.239, 837.702, 837.943, 839.391, 839.457, 839.399, 841.394, 846.904, 850.670, 1287.562, 1271.905, 1266.618, 1255.979, 1252.298, 1253.045, 1253.123, 1251.118, 1252.746, 1251.823, 1251.646, 1252.412, 1250.138, 1249.751, 1251.877, 1253.402, 1265.405, 1271.483, 1066.847, 1599.537, 1090.927, 1088.600, 1029.596, 1015.850, 1014.447, 1012.585, 1012.042, 987.361, 886.724, 764.663, 775.198, 761.619, 785.086, 
1459.382, 1450.579, 1455.699, 1453.975, 1452.108, 1448.919, 1453.907, 1451.505, 1450.405, 1451.573, 1433.997, 1762.425, 1501.688, 1502.419, 1503.258, 1503.093, 1502.741, 1720.360, 1306.037, 955.120, 1012.939, 828.835, 853.377, 783.192, 838.656, 826.886, 872.624, 939.145, 993.910, 1020.218, 933.902, 281.943, 279.609, 267.363, 248.986, 243.969, 240.682, 238.361, 240.516, 234.401, 237.118, 235.627, 599.371, 0.000, 372.243, 848.173, 894.187, 886.348, 896.555, 902.421, 901.078, 907.982, 910.084, 911.957, 917.202, 913.752, 1058.120, 1087.940, 965.756, 1095.188, 935.950, 917.709, 681.079, 790.760, 759.534, 761.073, 775.049, 867.401, 690.500, 1156.806, 1122.345, 1108.895, 1098.335, 1097.585, 1097.768, 1096.986, 1097.567, 1097.355, 1099.105, 1097.647, 1098.246, 1099.881, 1100.476, 1113.975, 1188.169, 1240.663, 1169.035, 1123.240, 1242.452, 1314.589, 1288.609, 1228.591, 1236.629, 1232.403, 1228.443, 1239.783, 1236.859, 1242.788, 1265.826, 1242.055, 1142.324, 873.266, 863.836, 860.343, 859.824, 860.276, 858.479, 858.676, 855.836, 856.855, 858.154, 861.391, 860.492, 856.152, 863.321, 863.377, 868.838, 1224.972, 1210.392, 1205.976, 1195.635, 1192.735, 1193.525, 1191.808, 1192.045, 1193.168, 1191.810, 1192.018, 1192.485, 1190.412, 1190.243, 1191.903, 1193.945, 1204.625, 1210.867, 1061.869, 1509.055, 1030.572, 1027.232, 1053.872, 1036.109, 1032.263, 1030.228, 1033.073, 1000.470, 916.890, 782.173, 764.166, 756.480, 758.897, 
1399.351, 1393.519, 1398.065, 1396.908, 1395.018, 1391.497, 1396.838, 1394.299, 1393.060, 1394.296, 1377.248, 1790.481, 1503.570, 1504.300, 1503.448, 1503.312, 1503.190, 1721.907, 1275.956, 962.615, 1000.549, 828.978, 802.017, 721.692, 777.571, 775.961, 863.886, 897.774, 964.994, 974.137, 887.459, 370.128, 363.335, 352.460, 340.137, 337.325, 335.030, 333.642, 334.573, 339.369, 332.635, 332.038, 667.891, 372.243, 0.000, 791.981, 844.885, 835.116, 841.011, 845.404, 846.151, 851.627, 853.489, 856.043, 862.226, 858.828, 1058.259, 1091.474, 931.665, 1061.298, 881.114, 883.322, 634.823, 758.642, 724.585, 725.800, 743.275, 840.293, 651.453, 1126.343, 1088.189, 1091.993, 1080.716, 1081.002, 1079.641, 1079.746, 1079.265, 1079.081, 1080.841, 1080.585, 1081.051, 1082.015, 1083.408, 1096.113, 1177.585, 1210.872, 1133.829, 1108.535, 1192.266, 1309.069, 1284.901, 1223.900, 1230.961, 1225.872, 1223.557, 1233.575, 1231.742, 1237.111, 1262.615, 1236.887, 1106.816, 857.981, 844.851, 841.774, 841.336, 841.095, 840.500, 840.312, 839.562, 840.453, 840.144, 842.757, 841.831, 839.733, 844.953, 847.742, 852.415, 1181.157, 1155.565, 1150.429, 1139.120, 1136.305, 1137.205, 1136.150, 1135.762, 1136.575, 1136.295, 1135.842, 1136.675, 1134.998, 1134.685, 1136.676, 1138.165, 1149.552, 1154.725, 1045.252, 1495.745, 1001.947, 999.306, 1038.845, 1026.268, 1023.289, 1021.469, 1020.379, 980.941, 894.657, 740.460, 728.957, 717.818, 731.425, 
1312.922, 1312.676, 1323.135, 1319.915, 1324.263, 1320.122, 1323.543, 1323.518, 1320.765, 1323.235, 1312.965, 1809.263, 1606.662, 1606.248, 1605.615, 1605.819, 1605.235, 1737.522, 1308.353, 1188.885, 1003.529, 929.199, 912.215, 799.892, 829.816, 876.997, 964.807, 978.451, 1090.567, 1027.904, 498.508, 885.399, 885.129, 879.726, 876.100, 873.570, 871.915, 872.746, 873.030, 867.110, 871.956, 871.506, 893.304, 848.173, 791.981, 0.000, 712.944, 707.128, 721.531, 729.193, 734.392, 738.359, 742.037, 742.540, 752.847, 749.195, 1059.035, 1174.363, 1205.029, 906.024, 965.249, 960.283, 763.126, 919.902, 882.905, 882.232, 897.597, 991.990, 744.052, 952.446, 1021.556, 1118.966, 1110.059, 1109.060, 1107.977, 1107.487, 1107.712, 1106.426, 1107.847, 1106.953, 1107.515, 1107.662, 1109.291, 1120.119, 1203.293, 1228.129, 1184.970, 1125.243, 1121.286, 1333.101, 1302.765, 1255.851, 1261.357, 1255.295, 1252.956, 1262.045, 1259.933, 1267.363, 1289.062, 1265.028, 1201.216, 1027.212, 1009.522, 1007.020, 1006.392, 1007.789, 1006.576, 1005.416, 1004.772, 1005.761, 1005.105, 1009.469, 1007.435, 1004.195, 1009.913, 1009.307, 1013.017, 1126.446, 1124.133, 1119.775, 1109.839, 1107.080, 1107.365, 1107.128, 1107.753, 1107.587, 1107.385, 1106.951, 1107.559, 1106.108, 1105.980, 1107.527, 1108.799, 1118.175, 1123.562, 1051.955, 1511.045, 1035.268, 1033.332, 1112.828, 1100.365, 1098.097, 1097.588, 1094.705, 1056.562, 967.283, 845.114, 817.656, 802.068, 801.335, 
1288.366, 1270.582, 1285.369, 1279.582, 1285.637, 1282.161, 1285.086, 1286.190, 1281.280, 1284.647, 1264.199, 1605.975, 1467.246, 1467.185, 1465.490, 1465.670, 1465.476, 1712.851, 1196.205, 986.222, 1067.166, 937.586, 852.391, 753.800, 865.395, 966.947, 1027.965, 1051.438, 1143.732, 997.205, 725.688, 932.637, 931.711, 924.651, 918.536, 915.488, 912.436, 912.117, 912.729, 904.417, 909.566, 909.730, 917.530, 894.187, 844.885, 712.944, 0.000, 85.129, 204.744, 254.419, 269.594, 293.058, 307.737, 310.619, 334.121, 322.893, 792.263, 984.381, 1321.426, 833.885, 637.823, 633.729, 752.623, 1009.064, 964.770, 964.907, 981.052, 1093.462, 703.730, 894.375, 806.965, 753.511, 745.551, 744.519, 745.544, 741.771, 743.435, 742.542, 743.322, 742.827, 744.284, 745.808, 745.368, 757.045, 877.913, 943.240, 1014.902, 1000.335, 1112.082, 1169.916, 1146.455, 1077.352, 1086.406, 1078.595, 1076.805, 1085.200, 1084.847, 1093.065, 1119.781, 1091.006, 1324.855, 979.951, 972.717, 969.313, 969.028, 971.167, 969.873, 967.930, 966.762, 968.941, 966.808, 972.869, 970.501, 965.407, 972.537, 970.310, 973.752, 1146.575, 1162.605, 1156.612, 1146.787, 1142.603, 1143.995, 1143.333, 1143.149, 1144.416, 1143.543, 1143.479, 1144.243, 1141.819, 1141.585, 1144.115, 1145.506, 1154.992, 1160.433, 955.489, 1475.518, 1043.652, 1043.308, 1080.177, 1057.006, 1053.046, 1052.920, 1049.927, 1044.576, 976.550, 819.375, 786.054, 770.022, 777.525, 
1292.362, 1274.551, 1285.620, 1281.365, 1287.261, 1283.812, 1286.536, 1287.309, 1283.233, 1286.076, 1266.385, 1625.528, 1472.549, 1472.561, 1470.976, 1471.149, 1470.865, 1727.855, 1174.813, 973.145, 1076.964, 940.103, 851.998, 759.390, 865.134, 960.800, 1022.939, 1040.263, 1125.192, 993.839, 722.680, 917.998, 918.010, 911.854, 906.431, 903.478, 901.072, 900.396, 900.882, 893.107, 897.927, 898.547, 904.846, 886.348, 835.116, 707.128, 85.129, 0.000, 134.086, 190.237, 213.602, 238.143, 255.024, 258.451, 286.691, 273.940, 800.296, 989.201, 1334.755, 845.451, 646.016, 642.856, 729.471, 989.664, 948.762, 949.646, 969.655, 1082.885, 706.118, 913.821, 822.508, 772.203, 763.002, 763.149, 763.240, 760.702, 761.276, 760.422, 761.695, 760.798, 761.390, 763.881, 762.493, 776.037, 894.835, 959.631, 1019.561, 1006.715, 1131.015, 1233.870, 1209.053, 1137.548, 1146.918, 1139.368, 1137.408, 1146.337, 1145.868, 1153.823, 1181.301, 1151.672, 1330.662, 972.855, 965.706, 962.914, 962.476, 964.208, 962.903, 961.298, 960.523, 961.858, 960.882, 965.368, 963.493, 959.715, 965.702, 964.845, 968.401, 1168.467, 1174.052, 1166.735, 1156.583, 1153.150, 1154.208, 1153.617, 1152.645, 1153.986, 1153.316, 1153.065, 1153.705, 1151.492, 1151.179, 1153.882, 1155.263, 1165.959, 1171.453, 945.642, 1543.270, 1082.269, 1081.429, 1057.278, 1038.566, 1034.931, 1034.465, 1031.702, 1017.072, 949.371, 796.745, 753.453, 739.663, 751.528, 
1298.731, 1278.701, 1283.002, 1281.136, 1286.205, 1282.727, 1285.650, 1285.462, 1282.519, 1284.627, 1267.126, 1651.319, 1474.869, 1475.407, 1473.282, 1473.496, 1473.749, 1744.208, 1136.488, 949.180, 1102.274, 950.053, 857.272, 768.293, 862.293, 950.825, 1016.818, 1029.096, 1103.685, 995.724, 738.641, 910.203, 910.683, 907.785, 905.859, 903.914, 903.409, 902.758, 903.055, 897.730, 900.871, 902.125, 906.006, 896.555, 841.011, 721.531, 204.744, 134.086, 0.000, 73.885, 123.964, 135.466, 155.454, 159.480, 198.784, 185.316, 823.842, 1008.768, 1367.055, 863.065, 656.358, 655.317, 711.180, 972.633, 936.420, 938.252, 964.433, 1076.343, 722.985, 939.105, 842.957, 796.278, 783.523, 786.838, 783.673, 785.538, 782.378, 781.652, 783.996, 783.454, 782.939, 784.555, 784.095, 798.012, 917.105, 979.301, 1028.328, 1018.615, 1158.701, 1324.670, 1297.739, 1222.675, 1231.712, 1225.342, 1223.076, 1233.122, 1232.185, 1239.201, 1268.060, 1237.659, 1342.454, 968.299, 959.858, 957.670, 957.139, 958.433, 957.091, 955.965, 956.648, 956.981, 956.507, 958.628, 957.589, 956.612, 959.917, 961.994, 965.492, 1201.645, 1192.707, 1184.012, 1172.460, 1170.569, 1170.609, 1170.798, 1168.587, 1169.630, 1169.769, 1169.296, 1169.695, 1168.473, 1168.030, 1170.308, 1171.879, 1183.863, 1189.431, 930.715, 1639.489, 1140.619, 1140.103, 1030.375, 1017.426, 1015.465, 1014.438, 1010.348, 986.432, 920.939, 778.814, 718.404, 708.496, 725.382, 
1298.275, 1278.070, 1280.165, 1278.562, 1283.645, 1279.985, 1282.757, 1282.535, 1279.855, 1281.760, 1265.532, 1654.375, 1472.207, 1472.798, 1470.598, 1470.773, 1471.203, 1754.192, 1122.835, 935.215, 1107.453, 951.945, 854.437, 762.457, 852.682, 940.255, 1009.585, 1022.992, 1095.861, 1001.825, 736.043, 903.904, 904.740, 903.767, 904.892, 904.338, 904.950, 905.191, 905.456, 901.048, 903.863, 905.400, 910.640, 902.421, 845.404, 729.193, 254.419, 190.237, 73.885, 0.000, 71.554, 70.228, 89.594, 93.376, 135.300, 122.691, 823.611, 1008.687, 1373.876, 867.107, 654.212, 654.344, 710.341, 970.830, 936.635, 938.193, 965.690, 1076.367, 729.505, 944.001, 843.523, 796.618, 782.736, 786.258, 782.120, 785.915, 781.608, 780.858, 783.536, 782.659, 781.684, 782.978, 782.969, 797.065, 915.663, 979.255, 1024.339, 1015.445, 1165.587, 1346.105, 1318.783, 1241.791, 1250.825, 1245.605, 1242.471, 1253.758, 1251.788, 1258.671, 1287.556, 1257.352, 1346.088, 963.587, 954.462, 952.373, 951.873, 953.030, 951.717, 950.687, 951.603, 951.711, 951.476, 952.931, 952.110, 951.858, 954.440, 957.310, 960.655, 1210.763, 1197.731, 1189.153, 1176.931, 1175.801, 1175.125, 1175.373, 1173.356, 1173.898, 1174.121, 1174.270, 1173.932, 1173.465, 1172.896, 1174.635, 1176.428, 1188.619, 1194.897, 924.883, 1663.959, 1156.580, 1156.227, 1015.770, 1004.676, 1003.065, 1001.861, 997.515, 970.899, 906.982, 766.704, 702.811, 694.377, 716.007, 
1295.499, 1277.697, 1279.890, 1277.395, 1283.125, 1279.436, 1281.518, 1281.952, 1279.135, 1281.125, 1263.667, 1649.412, 1470.283, 1470.621, 1468.988, 1469.165, 1469.405, 1764.366, 1117.985, 927.667, 1108.411, 949.630, 848.278, 752.099, 841.352, 930.078, 1000.637, 1018.612, 1093.857, 1003.322, 730.311, 897.033, 898.707, 898.401, 901.269, 901.910, 902.957, 904.170, 904.438, 899.625, 903.164, 904.897, 911.335, 901.078, 846.151, 734.392, 269.594, 213.602, 123.964, 71.554, 0.000, 57.393, 65.200, 69.405, 83.857, 70.392, 818.596, 1003.535, 1370.353, 859.227, 642.267, 642.369, 712.709, 970.163, 937.174, 938.067, 964.358, 1074.287, 727.822, 935.563, 834.497, 786.705, 773.193, 775.595, 771.946, 775.907, 771.903, 771.125, 773.817, 772.208, 771.148, 772.702, 772.532, 787.224, 907.941, 971.843, 1017.913, 1009.025, 1160.222, 1339.187, 1312.621, 1234.208, 1243.787, 1239.276, 1234.976, 1247.615, 1244.292, 1251.830, 1280.015, 1250.137, 1341.864, 956.831, 948.025, 945.885, 945.416, 946.563, 945.325, 944.266, 944.482, 944.766, 944.996, 946.450, 945.620, 944.762, 947.950, 950.222, 953.530, 1206.233, 1193.035, 1184.935, 1172.951, 1172.071, 1170.985, 1170.726, 1169.592, 1169.825, 1169.451, 1170.609, 1169.273, 1169.203, 1168.583, 1169.883, 1171.826, 1183.939, 1191.179, 918.095, 1659.096, 1152.797, 1152.059, 1011.943, 1001.777, 999.188, 998.003, 994.453, 967.649, 904.413, 762.948, 701.049, 692.854, 716.085, 
1298.141, 1278.780, 1279.837, 1277.798, 1282.985, 1279.236, 1281.781, 1281.689, 1278.986, 1280.868, 1265.529, 1652.396, 1469.695, 1470.302, 1468.041, 1468.247, 1468.865, 1763.853, 1113.678, 924.186, 1106.973, 951.162, 850.952, 754.652, 842.924, 931.896, 1003.256, 1021.243, 1096.079, 1009.522, 733.353, 900.039, 900.774, 901.387, 905.272, 906.159, 907.614, 908.950, 909.168, 905.677, 908.175, 909.873, 916.286, 907.982, 851.627, 738.359, 293.058, 238.143, 135.466, 70.228, 57.393, 0.000, 31.828, 34.278, 79.259, 68.680, 821.158, 1005.429, 1373.090, 867.967, 649.585, 650.066, 718.014, 973.762, 940.587, 941.561, 969.020, 1077.897, 735.988, 943.363, 842.175, 795.441, 780.879, 784.216, 779.326, 784.841, 779.594, 778.824, 781.685, 780.609, 779.491, 780.085, 780.930, 794.675, 914.534, 978.817, 1023.381, 1014.137, 1168.129, 1348.031, 1320.525, 1242.387, 1251.328, 1247.232, 1243.331, 1255.697, 1252.738, 1259.432, 1288.143, 1258.447, 1346.418, 962.502, 952.535, 950.340, 949.895, 951.055, 949.810, 948.798, 949.686, 949.884, 949.626, 950.845, 950.067, 950.081, 952.398, 955.601, 958.790, 1214.107, 1200.075, 1192.065, 1179.265, 1178.672, 1177.363, 1177.690, 1176.115, 1176.133, 1176.346, 1177.183, 1176.158, 1176.347, 1175.750, 1176.856, 1178.818, 1190.905, 1197.848, 923.195, 1668.811, 1161.595, 1161.549, 1011.662, 1000.947, 999.568, 998.272, 993.684, 966.984, 902.830, 764.248, 699.734, 692.040, 716.209, 
1300.135, 1281.018, 1281.685, 1279.655, 1284.900, 1281.095, 1283.611, 1283.517, 1280.833, 1282.712, 1267.403, 1655.017, 1471.216, 1471.831, 1469.583, 1469.779, 1470.407, 1767.781, 1112.477, 923.538, 1110.518, 954.173, 852.082, 753.165, 838.753, 927.679, 999.986, 1019.488, 1093.912, 1009.702, 733.983, 899.029, 899.893, 900.963, 905.717, 907.153, 908.833, 910.560, 910.799, 907.417, 909.972, 911.683, 917.996, 910.084, 853.489, 742.037, 307.737, 255.024, 155.454, 89.594, 65.200, 31.828, 0.000, 23.022, 62.777, 54.754, 822.707, 1007.042, 1374.988, 867.251, 648.984, 649.758, 719.127, 973.442, 940.778, 941.471, 968.972, 1077.290, 737.192, 942.222, 839.971, 794.158, 779.335, 782.689, 777.497, 783.522, 777.982, 777.270, 780.225, 779.117, 777.846, 778.233, 779.323, 792.934, 913.186, 977.416, 1021.535, 1012.393, 1166.876, 1350.920, 1323.582, 1244.999, 1253.879, 1250.135, 1245.860, 1258.647, 1255.345, 1262.070, 1290.759, 1261.155, 1345.008, 960.141, 949.979, 947.773, 947.358, 948.498, 947.260, 946.255, 947.360, 947.592, 947.102, 948.245, 947.500, 947.771, 949.809, 953.293, 956.496, 1212.905, 1198.236, 1190.321, 1177.420, 1177.006, 1175.496, 1175.779, 1174.388, 1174.297, 1174.421, 1175.515, 1174.211, 1174.636, 1173.972, 1174.911, 1176.983, 1189.048, 1196.197, 920.086, 1671.462, 1162.353, 1162.355, 1009.462, 999.118, 997.768, 996.446, 991.800, 964.703, 900.734, 763.185, 698.556, 691.198, 716.115, 
