0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149
1382.397, 1336.535, 1361.359, 1357.732, 1369.245, 1362.495, 1366.381, 1369.518, 1364.049, 1368.169, 1353.473, 1548.297, 1441.436, 1441.238, 1445.431, 1445.470, 1444.960, 1629.452, 1344.673, 1158.242, 1417.615, 1239.023, 1132.518, 972.443, 1001.573, 1034.948, 1096.779, 1093.720, 1169.567, 1016.080, 1057.185, 1124.138, 1125.861, 1124.296, 1127.811, 1129.795, 1128.836, 1132.178, 1132.576, 1122.397, 1129.842, 1129.095, 1122.425, 1097.647, 1080.585, 1106.953, 742.827, 760.798, 783.454, 782.659, 772.208, 780.609, 779.117, 778.794, 776.990, 775.438, 945.045, 1169.116, 1619.914, 947.271, 680.726, 692.931, 896.773, 1214.035, 1173.365, 1171.250, 1184.773, 1289.812, 802.000, 985.589, 593.112, 43.989, 64.444, 28.284, 60.630, 29.462, 61.417, 60.083, 58.966, 0.000, 25.632, 61.343, 25.826, 67.520, 386.286, 674.705, 841.076, 870.596, 1073.787, 1261.248, 1257.969, 1173.919, 1183.125, 1179.363, 1171.116, 1186.421, 1178.668, 1190.138, 1218.300, 1192.039, 1416.326, 895.173, 903.158, 900.485, 901.326, 903.981, 902.976, 900.887, 899.316, 902.778, 898.223, 905.546, 902.982, 896.863, 902.971, 897.948, 899.083, 1134.112, 1175.529, 1173.769, 1163.761, 1160.786, 1160.217, 1158.146, 1161.255, 1161.499, 1158.620, 1162.818, 1159.935, 1159.533, 1159.785, 1159.490, 1161.003, 1168.992, 1176.776, 877.161, 1526.908, 1059.582, 1059.165, 1086.233, 1051.795, 1046.935, 1047.537, 1056.525, 1047.976, 1055.281, 936.401, 972.174, 964.763, 997.225, 
1382.926, 1336.251, 1360.759, 1357.305, 1368.813, 1362.065, 1365.965, 1369.047, 1363.656, 1367.732, 1352.871, 1549.969, 1442.282, 1442.085, 1446.248, 1446.305, 1445.738, 1630.673, 1343.612, 1157.095, 1419.512, 1239.641, 1132.851, 973.310, 1001.456, 1034.773, 1096.992, 1093.506, 1168.715, 1017.031, 1057.731, 1124.187, 1126.049, 1124.586, 1128.205, 1130.250, 1129.321, 1132.637, 1133.051, 1122.840, 1130.353, 1129.636, 1122.362, 1098.246, 1081.051, 1107.515, 744.284, 761.390, 782.939, 781.684, 771.148, 779.491, 777.846, 777.484, 775.558, 774.104, 945.575, 1169.065, 1621.367, 949.199, 679.958, 692.104, 895.797, 1213.712, 1173.311, 1171.227, 1185.027, 1290.143, 802.579, 988.071, 595.360, 47.117, 64.931, 30.741, 61.245, 32.296, 62.378, 61.441, 60.614, 25.632, 0.000, 62.177, 23.749, 68.993, 387.130, 676.766, 841.909, 871.708, 1075.787, 1267.289, 1263.953, 1179.659, 1188.903, 1185.190, 1176.869, 1192.255, 1184.469, 1195.985, 1224.148, 1197.829, 1417.536, 894.089, 902.206, 899.597, 900.388, 903.060, 902.056, 899.994, 898.531, 901.900, 897.372, 904.530, 902.049, 896.069, 902.054, 897.133, 898.257, 1136.712, 1177.325, 1175.493, 1165.483, 1162.588, 1161.960, 1159.833, 1162.948, 1163.215, 1160.298, 1164.522, 1161.570, 1161.205, 1161.412, 1161.127, 1162.656, 1170.770, 1178.603, 876.322, 1533.445, 1063.667, 1063.098, 1084.243, 1050.231, 1045.308, 1045.876, 1054.843, 1045.799, 1053.894, 935.407, 970.296, 963.061, 995.871, 
1382.467, 1336.013, 1360.506, 1357.322, 1368.506, 1361.805, 1365.891, 1368.819, 1363.357, 1367.467, 1353.306, 1550.068, 1440.596, 1440.595, 1444.697, 1444.713, 1444.479, 1625.757, 1340.840, 1158.637, 1417.796, 1240.105, 1132.263, 970.611, 999.221, 1034.135, 1095.421, 1093.420, 1170.503, 1016.785, 1058.328, 1124.818, 1126.351, 1125.142, 1129.060, 1131.127, 1130.253, 1133.649, 1134.011, 1123.989, 1131.346, 1130.577, 1124.375, 1099.881, 1082.015, 1107.662, 745.808, 763.881, 784.555, 782.978, 772.702, 780.085, 778.233, 777.942, 776.247, 774.764, 946.200, 1169.851, 1621.298, 947.461, 678.315, 691.704, 898.246, 1215.275, 1174.243, 1172.218, 1185.872, 1290.666, 803.636, 984.645, 592.158, 64.187, 33.166, 63.695, 25.278, 64.645, 26.665, 26.739, 27.129, 61.343, 62.177, 0.000, 62.290, 33.196, 386.083, 674.959, 841.893, 870.886, 1072.032, 1261.807, 1258.201, 1174.396, 1183.202, 1179.665, 1171.490, 1186.697, 1179.157, 1190.220, 1218.686, 1192.485, 1415.557, 895.671, 903.048, 900.309, 901.087, 903.937, 902.818, 900.794, 899.487, 902.993, 898.057, 905.282, 902.829, 897.077, 902.772, 897.983, 899.345, 1132.873, 1174.593, 1172.941, 1162.361, 1159.489, 1158.900, 1157.142, 1160.023, 1160.207, 1157.683, 1161.653, 1158.979, 1158.637, 1158.918, 1158.495, 1160.139, 1168.095, 1175.512, 876.507, 1527.135, 1058.931, 1058.867, 1087.006, 1052.197, 1047.840, 1048.430, 1056.905, 1049.219, 1055.662, 937.911, 973.228, 965.601, 997.395, 
1384.627, 1338.135, 1362.668, 1359.278, 1370.788, 1364.035, 1367.958, 1371.021, 1365.613, 1369.696, 1355.085, 1552.041, 1444.635, 1444.461, 1448.726, 1448.767, 1448.227, 1632.585, 1344.121, 1160.513, 1423.078, 1243.339, 1136.333, 977.101, 1005.357, 1037.308, 1099.109, 1094.606, 1169.572, 1016.561, 1059.709, 1126.376, 1128.225, 1126.650, 1130.223, 1132.283, 1131.292, 1134.632, 1135.048, 1124.868, 1132.315, 1131.603, 1125.280, 1100.476, 1083.408, 1109.291, 745.368, 762.493, 784.095, 782.969, 772.532, 780.930, 779.323, 778.965, 777.122, 775.557, 948.775, 1172.930, 1625.125, 948.929, 682.212, 694.530, 896.908, 1215.000, 1174.605, 1172.535, 1186.353, 1291.395, 804.018, 987.720, 594.149, 44.944, 64.296, 31.639, 61.229, 31.702, 61.782, 61.229, 60.696, 25.826, 23.749, 62.290, 0.000, 67.617, 386.857, 676.352, 842.500, 872.647, 1075.028, 1269.520, 1266.148, 1181.953, 1191.135, 1187.402, 1179.120, 1194.439, 1186.755, 1198.221, 1226.473, 1200.106, 1418.424, 895.730, 903.940, 901.366, 902.192, 904.822, 903.804, 901.765, 900.272, 903.614, 899.111, 906.239, 903.796, 897.821, 903.822, 898.847, 900.030, 1136.146, 1176.695, 1174.809, 1164.860, 1161.946, 1161.347, 1159.248, 1162.303, 1162.585, 1159.680, 1163.851, 1160.968, 1160.577, 1160.829, 1160.512, 1162.083, 1170.148, 1177.944, 875.033, 1534.948, 1064.177, 1063.572, 1085.650, 1051.628, 1046.729, 1047.291, 1056.405, 1047.037, 1055.570, 937.970, 972.580, 965.489, 998.352, 
1390.988, 1344.256, 1369.471, 1366.215, 1377.647, 1370.795, 1374.812, 1378.030, 1372.486, 1376.658, 1362.433, 1552.001, 1443.465, 1443.479, 1447.566, 1447.608, 1447.351, 1628.571, 1352.962, 1173.372, 1431.000, 1255.822, 1149.834, 987.909, 1015.812, 1049.348, 1109.353, 1104.030, 1178.215, 1024.896, 1069.735, 1139.212, 1140.609, 1139.267, 1143.029, 1145.028, 1144.096, 1147.433, 1147.795, 1137.688, 1145.081, 1144.240, 1139.615, 1113.975, 1096.113, 1120.119, 757.045, 776.037, 798.012, 797.065, 787.224, 794.675, 792.934, 792.658, 791.236, 789.715, 955.982, 1180.931, 1635.242, 956.667, 690.011, 703.306, 912.446, 1230.577, 1189.235, 1187.222, 1200.651, 1305.266, 815.486, 992.072, 596.744, 63.545, 40.963, 67.624, 36.510, 68.359, 35.707, 35.791, 34.496, 67.520, 68.993, 33.196, 67.617, 0.000, 379.091, 671.051, 841.828, 871.156, 1076.909, 1266.035, 1263.061, 1179.822, 1188.492, 1184.947, 1176.757, 1191.805, 1184.375, 1195.429, 1223.763, 1197.863, 1426.225, 904.063, 911.539, 908.868, 909.678, 912.532, 911.437, 909.383, 907.979, 911.550, 906.550, 913.968, 911.427, 905.473, 911.319, 906.204, 907.428, 1138.639, 1181.955, 1180.528, 1170.055, 1167.096, 1166.568, 1164.773, 1167.768, 1167.958, 1165.405, 1169.398, 1166.725, 1166.366, 1166.651, 1166.225, 1167.885, 1175.653, 1182.897, 885.757, 1526.605, 1064.295, 1064.418, 1095.720, 1060.435, 1056.041, 1056.736, 1065.366, 1057.972, 1066.246, 950.152, 987.320, 980.025, 1012.600, 
1506.816, 1483.465, 1509.609, 1507.375, 1521.445, 1513.269, 1517.181, 1521.667, 1516.169, 1520.767, 1503.051, 1603.433, 1509.912, 1508.893, 1510.352, 1510.599, 1510.178, 1599.873, 1580.810, 1279.959, 1533.896, 1391.133, 1296.443, 1104.571, 1101.195, 1127.873, 1157.493, 1120.979, 1166.549, 1176.437, 1144.318, 1201.348, 1203.393, 1201.791, 1206.003, 1207.909, 1206.775, 1209.873, 1209.860, 1199.972, 1207.389, 1206.162, 1202.986, 1188.169, 1177.585, 1203.293, 877.913, 894.835, 917.105, 915.663, 907.941, 914.534, 913.186, 912.577, 912.901, 911.328, 964.308, 1217.807, 1721.147, 1125.251, 828.869, 813.484, 983.022, 1313.372, 1273.182, 1272.156, 1286.889, 1393.001, 892.235, 1150.907, 782.730, 383.474, 386.386, 387.333, 386.485, 386.664, 386.058, 385.822, 386.054, 386.286, 387.130, 386.083, 386.857, 379.091, 0.000, 688.556, 697.392, 723.158, 1205.512, 1358.346, 1354.669, 1273.132, 1281.943, 1278.315, 1271.178, 1284.827, 1278.415, 1288.721, 1315.575, 1294.327, 1532.513, 922.648, 922.364, 920.047, 921.018, 923.440, 922.874, 920.905, 918.949, 922.947, 917.873, 925.168, 922.396, 916.911, 922.646, 916.727, 916.072, 1261.042, 1302.500, 1300.635, 1289.045, 1285.268, 1285.157, 1283.489, 1286.058, 1285.951, 1283.945, 1287.543, 1285.073, 1284.685, 1284.833, 1284.609, 1286.580, 1295.396, 1302.409, 988.513, 1581.315, 1136.470, 1139.818, 1050.567, 1019.846, 1014.655, 1016.367, 1025.142, 1034.745, 1074.549, 971.412, 1020.888, 1016.568, 1059.820, 
1537.769, 1502.155, 1530.667, 1524.497, 1542.931, 1534.098, 1537.125, 1543.272, 1537.141, 1541.992, 1525.569, 1732.905, 1583.077, 1580.918, 1579.830, 1579.659, 1578.825, 1675.681, 1561.922, 1394.311, 1612.047, 1466.222, 1389.660, 1166.475, 1128.535, 1113.686, 1187.046, 1091.560, 1118.188, 1078.836, 1214.498, 1233.678, 1236.106, 1235.252, 1238.908, 1240.545, 1239.899, 1243.008, 1242.655, 1231.389, 1240.283, 1238.050, 1275.519, 1240.663, 1210.872, 1228.129, 943.240, 959.631, 979.301, 979.255, 971.843, 978.817, 977.416, 977.781, 976.643, 975.412, 1183.502, 1425.402, 1819.395, 996.137, 921.713, 930.709, 1000.976, 1277.539, 1239.666, 1237.499, 1248.490, 1337.993, 901.616, 972.439, 717.778, 673.929, 673.411, 676.067, 675.363, 675.811, 675.102, 674.975, 674.356, 674.705, 676.766, 674.959, 676.352, 671.051, 688.556, 0.000, 576.517, 677.045, 1092.217, 1418.103, 1418.791, 1341.965, 1348.888, 1344.360, 1336.699, 1350.776, 1344.026, 1354.889, 1382.745, 1359.359, 1458.628, 900.223, 894.013, 891.463, 893.614, 895.758, 895.355, 892.508, 888.459, 891.920, 889.996, 897.320, 895.113, 885.787, 894.012, 883.974, 882.902, 1184.151, 1189.739, 1188.446, 1178.752, 1175.795, 1175.600, 1173.111, 1175.756, 1176.243, 1173.535, 1177.198, 1174.643, 1173.845, 1174.412, 1174.459, 1175.653, 1183.650, 1189.859, 916.121, 1574.755, 1099.795, 1103.985, 1105.143, 1089.505, 1084.327, 1085.795, 1085.620, 1082.425, 1111.235, 1040.165, 1084.303, 1080.616, 1119.650, 
1602.116, 1603.679, 1627.180, 1622.777, 1643.063, 1633.026, 1635.761, 1641.708, 1636.779, 1641.575, 1624.815, 1778.792, 1575.711, 1572.833, 1570.515, 1570.538, 1569.968, 1631.709, 1697.358, 1377.865, 1552.877, 1466.298, 1400.481, 1170.732, 1091.706, 1056.817, 1109.323, 979.126, 951.905, 1169.736, 1172.196, 1138.069, 1142.616, 1142.657, 1148.183, 1149.808, 1149.825, 1152.543, 1151.842, 1141.988, 1150.543, 1148.108, 1166.525, 1169.035, 1133.829, 1184.970, 1014.902, 1019.561, 1028.328, 1024.339, 1017.913, 1023.381, 1021.535, 1021.685, 1021.466, 1020.250, 1131.856, 1353.316, 1743.165, 1173.635, 987.324, 965.266, 927.345, 1219.199, 1185.397, 1184.900, 1202.166, 1296.806, 860.915, 1156.023, 977.785, 844.423, 841.344, 843.453, 841.674, 843.579, 842.322, 841.605, 842.959, 841.076, 841.909, 841.893, 842.500, 841.828, 697.392, 576.517, 0.000, 286.115, 1215.099, 1517.237, 1511.499, 1434.397, 1441.729, 1437.902, 1431.166, 1444.735, 1438.892, 1448.240, 1475.317, 1455.419, 1479.419, 755.504, 733.319, 731.449, 734.084, 735.005, 735.249, 733.550, 729.402, 732.057, 731.200, 736.233, 734.458, 727.741, 734.217, 726.732, 724.206, 1293.511, 1278.491, 1275.997, 1264.510, 1261.218, 1261.049, 1257.678, 1260.281, 1260.152, 1257.876, 1261.543, 1257.980, 1258.042, 1258.155, 1258.322, 1260.156, 1271.205, 1279.167, 974.397, 1649.830, 1131.955, 1138.392, 910.646, 907.574, 901.134, 902.989, 901.908, 918.123, 963.664, 910.838, 970.108, 967.426, 1026.828, 
1588.005, 1601.131, 1624.318, 1620.288, 1640.016, 1629.838, 1633.117, 1638.779, 1633.956, 1638.693, 1629.147, 1775.782, 1552.980, 1550.548, 1548.722, 1548.995, 1548.511, 1614.346, 1707.251, 1361.281, 1493.875, 1434.855, 1381.918, 1150.407, 1080.718, 1057.267, 1085.996, 955.962, 933.606, 1193.933, 1112.038, 1095.671, 1099.210, 1099.006, 1104.981, 1106.473, 1106.222, 1109.252, 1108.613, 1099.256, 1107.393, 1104.889, 1119.449, 1123.240, 1108.535, 1125.243, 1000.335, 1006.715, 1018.615, 1015.445, 1009.025, 1014.137, 1012.393, 1012.620, 1013.022, 1012.303, 1084.621, 1309.043, 1705.665, 1184.598, 1021.555, 986.917, 920.355, 1220.578, 1184.358, 1184.261, 1201.786, 1300.130, 848.745, 1167.343, 1017.200, 874.914, 871.414, 872.610, 870.814, 872.934, 871.917, 871.033, 872.520, 870.596, 871.708, 870.886, 872.647, 871.156, 723.158, 677.044, 286.115, 0.000, 1239.762, 1492.307, 1484.372, 1409.767, 1417.169, 1413.529, 1406.967, 1420.315, 1414.412, 1423.729, 1449.375, 1430.926, 1488.838, 798.278, 765.903, 763.407, 765.863, 767.018, 767.059, 765.237, 761.284, 763.923, 762.628, 768.482, 766.313, 759.648, 766.521, 758.966, 756.615, 1297.952, 1293.376, 1291.739, 1279.491, 1275.467, 1275.389, 1272.522, 1275.235, 1275.100, 1272.975, 1276.225, 1273.153, 1272.957, 1273.056, 1273.123, 1275.427, 1286.406, 1294.505, 1005.712, 1615.671, 1116.857, 1124.142, 879.757, 873.779, 867.778, 869.928, 868.152, 894.247, 934.741, 876.132, 944.786, 944.670, 1000.420, 
1543.843, 1486.417, 1517.965, 1512.443, 1521.640, 1513.950, 1522.466, 1521.490, 1516.669, 1521.411, 1506.019, 2190.193, 1930.556, 1930.687, 1935.925, 1935.746, 1936.416, 1689.255, 1484.032, 1579.116, 1654.409, 1448.588, 1343.863, 1156.330, 1054.835, 993.901, 995.275, 938.623, 1029.835, 691.716, 1258.250, 1277.385, 1278.027, 1274.782, 1274.889, 1275.415, 1273.777, 1277.029, 1277.690, 1269.640, 1276.107, 1271.098, 1301.073, 1242.452, 1192.266, 1121.286, 1112.082, 1131.015, 1158.701, 1165.587, 1160.222, 1168.129, 1166.876, 1167.173, 1168.373, 1164.933, 1556.706, 1690.879, 1553.045, 856.298, 1039.489, 1064.097, 910.358, 932.976, 900.469, 893.368, 877.870, 907.760, 794.318, 795.932, 910.040, 1078.396, 1074.323, 1074.335, 1073.615, 1072.889, 1072.795, 1071.941, 1071.738, 1073.787, 1075.787, 1072.032, 1075.028, 1076.909, 1205.512, 1092.217, 1215.099, 1239.762, 0.000, 1448.986, 1446.855, 1406.405, 1405.296, 1399.340, 1393.471, 1404.252, 1398.295, 1408.885, 1435.996, 1412.492, 791.840, 925.108, 932.024, 929.234, 930.374, 932.663, 931.477, 930.196, 930.788, 934.773, 927.228, 936.176, 932.549, 927.263, 932.018, 927.079, 927.250, 369.248, 437.628, 443.646, 441.348, 438.374, 440.295, 438.314, 440.687, 441.821, 441.224, 441.543, 441.409, 439.563, 442.199, 439.701, 440.711, 437.389, 438.060, 685.109, 1384.090, 700.899, 692.515, 1277.595, 1240.942, 1240.169, 1238.925, 1245.383, 1219.078, 1152.440, 1137.695, 1159.185, 1147.850, 1143.805, 
1689.582, 1622.637, 1664.005, 1643.825, 1642.993, 1643.543, 1646.592, 1647.840, 1637.408, 1643.309, 1622.658, 1663.317, 1667.011, 1664.439, 1661.116, 1661.603, 1661.422, 1829.905, 1783.272, 1445.558, 1235.818, 1243.635, 1203.328, 1116.882, 1274.488, 1363.489, 1389.853, 1506.289, 1756.725, 1464.252, 1295.038, 1383.245, 1374.769, 1364.392, 1357.772, 1357.345, 1350.367, 1355.467, 1356.472, 1348.749, 1354.700, 1352.172, 1368.409, 1314.589, 1309.069, 1333.101, 1169.916, 1233.870, 1324.670, 1346.105, 1339.187, 1348.031, 1350.920, 1351.053, 1355.986, 1353.555, 1207.585, 1250.135, 1283.131, 1348.986, 1211.459, 1197.727, 1454.855, 1554.755, 1499.555, 1492.763, 1470.980, 1538.412, 1262.515, 1326.250, 1288.358, 1264.105, 1269.542, 1256.357, 1264.052, 1254.529, 1264.635, 1263.861, 1259.688, 1261.248, 1267.289, 1261.807, 1269.520, 1266.035, 1358.346, 1418.103, 1517.237, 1492.307, 1448.986, 0.000, 87.829, 149.442, 140.894, 142.106, 143.576, 131.799, 131.579, 131.719, 101.597, 129.379, 1570.551, 1494.309, 1487.100, 1479.456, 1480.353, 1484.429, 1484.079, 1479.773, 1476.311, 1484.601, 1474.220, 1491.073, 1484.673, 1471.843, 1485.187, 1475.019, 1477.265, 1418.901, 1522.527, 1532.567, 1526.431, 1517.577, 1520.398, 1518.375, 1527.595, 1525.968, 1523.436, 1527.157, 1527.426, 1524.258, 1524.711, 1524.041, 1525.321, 1521.372, 1528.051, 1565.289, 803.082, 1111.291, 1115.097, 1681.910, 1628.779, 1623.906, 1625.717, 1623.185, 1681.855, 1608.872, 1446.895, 1485.192, 1455.749, 1411.666, 
1674.969, 1606.410, 1645.653, 1626.143, 1624.369, 1625.195, 1628.655, 1629.095, 1618.888, 1624.540, 1604.277, 1659.955, 1657.186, 1655.125, 1651.381, 1651.852, 1652.102, 1822.386, 1763.169, 1430.725, 1202.086, 1215.639, 1174.015, 1089.627, 1252.552, 1342.178, 1367.529, 1487.411, 1744.995, 1453.322, 1270.576, 1355.622, 1346.315, 1336.166, 1329.703, 1329.238, 1322.303, 1327.395, 1328.366, 1321.668, 1326.756, 1324.312, 1348.317, 1288.609, 1284.901, 1302.765, 1146.455, 1209.053, 1297.739, 1318.783, 1312.621, 1320.525, 1323.582, 1323.702, 1329.299, 1326.756, 1185.633, 1226.690, 1260.339, 1333.769, 1200.701, 1186.950, 1436.055, 1535.667, 1480.438, 1473.903, 1453.588, 1521.671, 1250.222, 1314.371, 1282.775, 1261.413, 1265.831, 1253.389, 1260.267, 1251.603, 1260.851, 1260.148, 1256.191, 1257.969, 1263.953, 1258.201, 1266.148, 1263.061, 1354.669, 1418.791, 1511.499, 1484.372, 1446.855, 87.829, 0.000, 124.856, 109.156, 111.544, 121.244, 102.621, 111.459, 100.837, 77.666, 103.755, 1559.803, 1485.188, 1476.745, 1469.096, 1469.986, 1473.970, 1473.573, 1469.339, 1466.456, 1474.525, 1463.972, 1480.492, 1474.228, 1462.189, 1474.892, 1465.560, 1468.045, 1416.755, 1516.968, 1526.526, 1519.663, 1511.079, 1513.731, 1512.236, 1520.743, 1519.120, 1517.151, 1520.342, 1520.981, 1517.926, 1518.370, 1517.700, 1519.059, 1515.532, 1522.003, 1554.449, 838.043, 1115.455, 1119.515, 1663.080, 1610.441, 1606.292, 1608.030, 1604.581, 1662.939, 1590.202, 1425.030, 1458.607, 1429.252, 1383.043, 
1640.291, 1569.017, 1606.595, 1587.900, 1587.046, 1587.572, 1590.470, 1591.400, 1581.590, 1586.976, 1566.167, 1614.452, 1594.850, 1592.410, 1588.736, 1589.248, 1589.146, 1779.943, 1709.462, 1352.119, 1177.169, 1172.386, 1122.959, 1030.212, 1189.338, 1274.188, 1298.707, 1417.076, 1675.186, 1391.975, 1217.321, 1290.735, 1282.870, 1273.468, 1268.129, 1268.093, 1261.637, 1266.856, 1267.732, 1260.242, 1266.115, 1263.988, 1282.002, 1228.591, 1223.900, 1255.851, 1077.352, 1137.548, 1222.675, 1241.791, 1234.208, 1242.387, 1244.999, 1245.113, 1249.525, 1247.249, 1113.408, 1158.423, 1245.706, 1287.282, 1116.885, 1101.735, 1362.600, 1474.793, 1420.683, 1414.471, 1396.356, 1468.692, 1181.041, 1273.267, 1213.441, 1177.789, 1181.881, 1169.440, 1176.285, 1167.921, 1177.175, 1176.405, 1172.645, 1173.919, 1179.659, 1174.396, 1181.953, 1179.822, 1273.132, 1341.965, 1434.397, 1409.767, 1406.405, 149.442, 124.856, 0.000, 43.589, 47.381, 36.290, 54.074, 39.875, 48.135, 66.731, 43.105, 1524.961, 1408.275, 1400.645, 1393.121, 1393.930, 1397.845, 1397.495, 1393.296, 1389.968, 1397.850, 1388.116, 1404.155, 1397.985, 1385.933, 1398.715, 1389.339, 1391.787, 1385.267, 1478.718, 1487.263, 1479.905, 1471.731, 1474.057, 1472.109, 1480.606, 1479.033, 1476.685, 1480.432, 1480.338, 1477.536, 1477.939, 1477.247, 1478.731, 1476.531, 1483.853, 1482.166, 896.935, 1086.323, 1089.775, 1580.468, 1529.785, 1525.090, 1526.805, 1523.831, 1581.075, 1512.028, 1346.373, 1378.546, 1349.883, 1303.295, 
1645.630, 1573.923, 1611.548, 1593.017, 1591.801, 1592.275, 1595.612, 1596.151, 1586.316, 1591.740, 1571.677, 1624.037, 1602.928, 1600.765, 1596.768, 1597.275, 1597.557, 1783.335, 1715.827, 1364.795, 1181.276, 1179.427, 1129.795, 1035.893, 1193.635, 1278.386, 1303.457, 1421.985, 1679.736, 1394.545, 1225.435, 1298.932, 1290.261, 1280.900, 1275.603, 1275.623, 1269.165, 1274.411, 1275.322, 1268.578, 1273.781, 1271.493, 1290.410, 1236.629, 1230.961, 1261.357, 1086.406, 1146.918, 1231.712, 1250.825, 1243.787, 1251.328, 1253.879, 1253.980, 1258.935, 1256.652, 1124.625, 1169.306, 1247.127, 1290.631, 1125.967, 1111.181, 1369.125, 1479.045, 1424.349, 1418.036, 1399.846, 1471.275, 1186.676, 1275.045, 1219.032, 1186.988, 1190.756, 1178.665, 1185.118, 1177.160, 1186.005, 1185.259, 1181.457, 1183.125, 1188.903, 1183.202, 1191.135, 1188.492, 1281.943, 1348.888, 1441.729, 1417.169, 1405.296, 140.894, 109.156, 43.589, 0.000, 36.538, 43.898, 41.737, 45.299, 29.377, 64.366, 47.455, 1523.399, 1414.363, 1406.307, 1398.743, 1399.575, 1403.492, 1403.123, 1398.929, 1396.137, 1404.115, 1393.707, 1409.869, 1403.683, 1392.067, 1404.400, 1395.460, 1397.897, 1382.901, 1477.383, 1486.110, 1478.480, 1470.295, 1472.631, 1471.045, 1479.255, 1477.643, 1475.666, 1479.053, 1479.350, 1476.589, 1476.975, 1476.199, 1477.749, 1475.249, 1482.232, 1486.521, 885.708, 1083.410, 1087.468, 1588.807, 1537.279, 1533.206, 1534.938, 1531.373, 1589.282, 1519.339, 1355.210, 1386.733, 1357.905, 1310.879, 
1643.516, 1572.388, 1610.223, 1591.752, 1590.577, 1591.087, 1594.373, 1594.978, 1585.163, 1590.603, 1570.058, 1626.815, 1604.377, 1602.270, 1598.210, 1598.743, 1598.929, 1779.335, 1716.612, 1365.311, 1182.659, 1178.107, 1129.447, 1034.986, 1191.236, 1276.052, 1300.045, 1417.097, 1674.912, 1387.446, 1222.591, 1296.969, 1288.365, 1278.639, 1272.672, 1272.363, 1265.687, 1270.680, 1271.631, 1264.618, 1269.926, 1267.621, 1285.815, 1232.403, 1225.872, 1255.295, 1078.595, 1139.368, 1225.342, 1245.605, 1239.276, 1247.232, 1250.135, 1250.329, 1255.845, 1253.290, 1124.060, 1170.125, 1245.285, 1286.390, 1121.820, 1106.825, 1362.941, 1473.387, 1418.518, 1412.306, 1394.126, 1465.959, 1180.657, 1271.148, 1215.038, 1183.069, 1186.917, 1174.929, 1181.546, 1173.185, 1182.228, 1181.507, 1177.657, 1179.363, 1185.190, 1179.665, 1187.402, 1184.947, 1278.315, 1344.360, 1437.902, 1413.529, 1399.340, 142.106, 111.544, 47.381, 36.538, 0.000, 44.833, 30.578, 45.022, 37.256, 72.595, 49.689, 1518.245, 1409.605, 1401.713, 1394.208, 1394.985, 1398.912, 1398.565, 1394.347, 1391.597, 1399.545, 1389.118, 1405.288, 1399.110, 1387.478, 1399.823, 1390.902, 1393.321, 1376.991, 1471.752, 1480.262, 1472.772, 1464.455, 1466.941, 1465.380, 1473.429, 1471.968, 1470.011, 1473.208, 1473.705, 1470.710, 1471.150, 1470.571, 1472.042, 1469.610, 1476.378, 1481.432, 883.142, 1077.908, 1081.699, 1585.607, 1534.217, 1530.068, 1531.808, 1528.285, 1586.160, 1516.238, 1351.731, 1383.147, 1354.191, 1306.529, 
