0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149
172.615,164.585,154.898,155.260,157.472,156.992,160.102,161.907,165.001,162.261,159.040,165.328,183.479,179.454,186.089,180.027,186.409,146.079,143.289,137.645,0.000,107.945,136.721,150.647,163.072,148.100,149.548,152.469,152.157,132.867,103.116,143.011,145.425,138.465,137.340,137.224,139.402,135.173,137.270,150.548,140.976,139.885,138.979,139.741,135.361,118.240,106.091,109.654,106.354,120.051,110.815,106.843,105.925,117.423,106.258,113.941,133.410,128.336,140.311,137.571,142.270,140.175,148.847,153.605,154.660,155.667,153.605,155.667,148.847,124.498,143.990,141.034,155.758,145.188,146.485,148.771,151.231,148.510,148.000,152.847,146.144,144.546,143.632,140.384,152.866,147.313,151.631,153.012,145.767,163.528,165.021,145.132,165.624,138.338,137.403,153.400,132.466,145.032,121.640,118.017,141.360,162.037,151.819,161.145,152.489,157.433,158.638,159.732,161.061,158.668,154.290,159.902,152.510,160.390,158.933,154.731,153.692,151.570,142.586,147.501,144.228,152.694,139.019,147.935,142.836,142.271,151.490,144.128,146.894,145.716,147.389,148.279,145.216,145.416,142.054,151.316,166.667,156.380,148.197,147.542,140.925,137.331,144.782,142.243,147.606,109.481,151.939,140.162,133.148,131.151 
179.346,166.313,164.875,160.550,159.620,171.485,161.849,164.526,171.265,172.002,173.205,158.641,178.204,177.013,176.132,175.370,177.135,163.684,119.011,161.255,107.945,0.000,106.165,148.651,163.114,140.612,141.003,143.658,144.580,140.529,173.401,114.313,123.640,110.653,107.865,102.235,104.105,102.768,103.082,128.166,106.678,105.315,103.655,103.229,111.191,163.636,155.556,152.000,155.556,157.143,157.143,155.556,153.846,155.781,155.556,153.846,161.693,114.851,117.077,139.088,103.168,104.500,138.462,138.524,130.363,135.819,144.186,135.810,138.462,127.492,136.331,112.185,133.906,123.511,119.508,131.068,125.210,125.028,132.051,130.872,114.754,128.029,110.656,114.676,126.383,128.821,128.636,131.310,137.845,162.680,172.727,161.871,164.357,131.581,145.719,155.477,138.838,133.364,166.277,155.529,143.647,130.402,124.390,129.332,125.193,131.764,130.977,130.119,135.194,130.561,120.680,131.077,122.679,132.302,130.265,128.826,119.886,139.796,143.417,150.062,147.472,149.502,142.261,149.353,149.461,146.105,157.688,143.645,150.889,147.328,149.778,146.461,149.997,148.965,148.788,136.183,166.667,144.221,155.937,144.098,128.370,132.215,144.356,139.308,155.048,150.534,147.749,137.386,122.562,119.676 
179.923,167.271,169.015,170.896,169.810,172.452,173.643,177.320,173.531,171.823,173.934,170.325,172.542,172.039,171.704,168.809,175.927,143.462,114.535,165.319,136.721,106.165,0.000,98.710,130.116,93.305,105.492,124.299,135.918,151.020,168.597,145.033,154.738,146.733,147.940,140.803,145.977,136.287,143.011,156.040,142.786,140.323,133.899,148.737,145.485,161.905,143.939,139.112,139.933,140.666,140.489,139.049,141.063,147.392,143.903,137.038,136.149,104.043,126.471,130.387,142.106,142.501,133.333,119.727,122.568,122.677,127.131,121.320,133.333,119.039,139.550,142.160,147.961,142.459,137.509,150.992,147.485,148.596,149.950,146.947,145.732,147.334,136.738,141.950,145.751,138.206,150.751,160.608,119.235,166.667,156.785,158.427,157.869,172.727,142.062,163.522,173.913,142.550,165.040,161.743,124.001,152.142,147.343,149.701,141.786,146.960,145.454,149.183,154.311,154.932,141.815,148.355,138.548,150.167,147.928,137.620,132.340,108.262,117.310,120.267,110.339,113.916,112.217,115.606,113.970,106.050,118.242,104.141,113.616,101.847,120.445,110.184,117.765,102.834,113.013,136.732,163.636,131.678,143.964,93.919,98.822,94.316,108.036,101.246,120.228,122.287,110.897,111.626,107.776,105.692 
170.638,165.709,165.420,167.130,165.017,166.829,169.308,169.111,167.991,168.601,165.224,175.054,174.493,169.063,172.945,164.689,172.700,148.694,144.940,179.693,150.647,148.651,98.710,0.000,87.299,95.331,91.785,123.345,125.980,150.000,171.573,164.007,163.788,162.829,160.489,161.250,164.266,163.950,163.396,164.341,163.920,160.453,161.918,163.736,158.927,161.290,152.000,147.826,152.000,153.846,153.846,152.000,150.000,148.011,152.000,150.000,145.180,117.379,142.051,154.073,164.431,164.046,131.429,132.631,134.296,135.319,138.462,135.319,131.429,138.191,157.101,158.379,166.211,170.980,159.953,169.386,171.786,171.498,170.891,168.796,169.755,169.827,158.937,168.138,165.723,154.785,171.992,175.795,130.498,165.714,170.000,164.047,168.421,167.336,158.839,172.727,173.333,150.018,168.873,164.227,121.531,162.665,151.645,162.563,148.577,156.149,155.134,160.239,161.485,165.784,157.453,159.635,150.015,156.556,156.706,152.469,146.431,123.697,138.103,139.359,135.515,132.608,125.973,140.982,141.542,135.499,127.586,129.129,131.766,127.047,134.262,133.578,137.140,134.865,133.603,146.225,162.500,121.045,135.725,90.044,93.552,91.873,101.202,97.568,108.073,125.058,107.775,132.945,125.945,122.251 
154.120,150.858,147.001,146.737,147.669,148.502,153.932,149.873,148.970,151.737,154.923,166.933,158.803,158.140,162.403,158.700,164.366,159.239,167.749,175.504,163.072,163.114,130.116,87.299,0.000,97.303,105.972,153.991,156.111,167.742,170.266,170.858,170.949,170.531,170.557,170.911,166.582,174.544,174.219,173.371,170.953,168.711,168.127,174.668,174.026,166.271,164.762,162.478,164.688,165.643,165.747,164.756,163.721,163.115,164.780,163.676,163.028,144.157,160.599,163.998,167.729,164.531,159.184,162.264,162.963,163.636,162.264,163.636,159.184,149.423,159.095,164.089,167.466,175.079,165.573,171.980,169.647,167.470,169.593,168.482,169.868,169.924,156.512,171.075,161.864,159.323,166.071,166.468,123.943,175.510,172.397,175.693,171.669,178.947,162.379,174.574,179.661,165.937,175.446,171.424,140.614,159.606,152.150,162.213,147.307,154.759,152.934,161.345,156.530,167.956,158.206,157.480,148.843,154.857,157.426,152.040,148.212,133.986,150.478,145.788,145.736,150.038,139.946,153.352,148.643,146.283,143.958,147.035,148.789,138.997,144.853,150.935,146.762,146.646,147.879,136.867,173.913,154.943,151.649,107.071,108.134,105.028,120.382,106.928,107.864,137.439,112.367,146.690,138.513,137.058 
183.594,175.001,175.315,175.475,177.705,175.040,177.142,177.340,176.495,177.575,174.633,167.161,179.359,181.564,178.806,178.677,182.226,152.739,136.812,173.949,148.100,140.612,93.305,95.331,97.303,0.000,79.901,99.460,112.905,140.000,159.769,151.486,156.438,154.240,155.676,150.535,159.704,155.113,155.500,154.925,152.431,151.917,153.607,158.653,151.579,149.933,130.689,123.441,130.620,132.651,132.559,130.539,127.405,135.927,130.695,127.099,139.483,112.477,119.865,151.742,164.382,166.887,111.111,122.581,125.000,127.273,122.581,127.273,111.111,141.733,162.890,158.246,166.634,172.441,161.200,169.584,175.220,170.239,169.581,170.987,169.572,172.424,156.984,168.175,165.196,158.845,169.458,176.846,124.415,155.556,152.198,153.455,147.157,165.714,145.460,155.952,162.018,137.932,158.281,162.024,98.537,170.179,160.281,167.821,157.541,162.027,164.777,166.177,168.025,170.381,164.556,163.848,158.203,166.592,164.886,161.986,158.798,116.049,124.320,122.309,121.117,117.975,121.182,122.816,131.997,122.044,121.961,118.038,120.543,120.527,120.949,118.950,123.696,122.588,124.135,148.878,150.000,106.919,115.202,85.461,92.142,88.808,89.017,86.251,106.598,114.462,98.565,87.083,88.475,86.513
175.929,170.536,167.616,168.548,172.638,169.132,174.678,171.676,169.316,171.700,170.883,176.735,175.502,176.917,176.162,176.080,177.485,161.539,134.179,161.357,149.548,141.003,105.492,91.785,105.972,79.901,0.000,88.275,113.815,141.753,168.563,158.695,159.393,157.074,159.063,155.850,153.736,159.111,158.349,161.822,159.878,155.289,152.005,156.631,153.186,155.565,143.560,139.040,138.603,131.226,130.131,138.955,141.468,144.510,143.606,136.300,158.843,144.572,129.522,161.641,160.271,159.347,136.842,142.857,144.186,145.455,142.857,145.455,136.842,146.539,158.191,159.575,173.021,176.266,167.906,175.147,172.918,169.295,171.332,169.797,171.650,170.794,158.016,169.424,163.904,162.974,169.751,172.539,112.232,161.350,143.607,144.730,141.890,155.298,137.519,148.418,157.529,111.655,144.964,146.070,101.815,162.342,153.963,161.041,152.230,158.398,157.284,161.308,159.000,166.826,159.095,159.352,152.001,159.074,160.228,153.448,153.943,127.311,144.851,128.620,139.662,129.692,133.329,133.802,132.732,132.539,135.219,131.534,135.433,132.129,129.900,142.099,141.162,135.884,139.502,147.016,165.714,102.185,122.094,84.953,81.652,86.655,83.171,88.404,86.238,122.795,84.779,102.913,102.761,108.211 
196.773,189.945,191.067,189.780,192.857,189.871,191.889,191.327,193.216,191.942,189.853,186.047,193.875,192.674,191.765,194.013,194.539,165.911,129.978,173.666,152.469,143.658,124.299,123.345,153.991,99.460,88.275,0.000,55.488,135.135,165.886,154.518,157.185,152.448,154.380,154.620,159.478,158.822,158.165,157.148,155.044,152.566,156.274,157.849,153.846,147.473,127.052,118.692,127.069,124.247,123.747,126.399,122.660,124.237,127.045,122.720,138.505,127.273,117.263,168.421,168.000,167.568,100.000,114.286,117.241,120.000,114.286,120.000,100.000,162.500,169.620,168.421,181.596,181.383,170.370,179.594,182.857,182.002,179.800,182.353,175.805,181.538,167.395,176.074,177.832,175.515,181.513,183.246,143.400,150.000,116.137,117.408,128.897,162.500,126.649,141.864,156.191,105.819,138.853,141.463,68.052,178.540,174.194,177.473,173.045,176.627,178.298,178.182,178.947,178.378,176.471,177.778,175.000,179.832,177.778,174.737,173.537,141.943,142.525,136.358,139.707,134.098,136.643,140.768,149.494,140.581,144.105,133.978,139.689,139.632,139.053,139.336,136.356,139.677,142.229,166.459,142.857,56.435,80.831,133.417,134.526,138.097,131.529,130.142,140.073,133.907,119.627,84.340,96.438,88.670
198.289,191.140,190.915,190.984,191.683,190.877,190.736,191.177,193.461,191.798,189.611,186.207,193.743,193.547,193.212,192.706,195.300,175.000,146.228,187.945,152.157,144.580,135.918,125.980,156.111,112.905,113.815,55.488,0.000,137.158,171.429,158.906,162.095,157.363,155.258,159.390,163.283,158.782,158.818,162.095,159.299,155.207,163.818,158.675,151.885,154.077,140.300,133.667,140.300,143.143,143.143,140.300,137.158,140.216,140.300,137.158,142.454,129.765,125.537,166.539,168.579,168.160,104.480,117.655,120.400,122.968,117.655,122.968,104.480,160.391,170.150,166.436,179.577,181.257,170.878,179.886,183.099,179.946,177.459,182.609,175.721,181.818,167.602,176.401,178.078,175.767,181.626,183.331,147.658,152.000,142.873,141.452,157.143,156.462,146.677,164.706,157.440,127.303,161.029,154.324,110.618,178.676,174.596,177.449,173.128,176.775,178.265,178.486,179.235,178.679,176.816,178.092,175.381,180.100,178.092,175.125,173.544,143.056,143.846,145.371,141.890,140.815,134.413,142.941,148.204,143.587,146.304,143.394,141.994,144.626,145.189,137.209,143.006,142.900,143.920,169.186,145.455,54.144,77.547,141.152,142.472,145.727,144.447,142.436,152.421,146.825,133.486,109.352,109.191,107.651 
195.333,186.818,183.291,183.920,185.581,184.567,183.147,184.024,187.585,185.050,182.303,175.138,190.348,191.058,188.650,187.948,190.524,170.710,144.949,182.761,132.867,140.529,151.020,150.000,167.742,140.000,141.753,135.135,137.158,0.000,149.728,150.285,147.565,147.395,145.871,150.976,156.736,149.940,149.122,150.528,150.854,144.961,163.636,149.715,137.481,132.001,118.424,115.454,117.283,122.653,127.363,118.753,112.791,117.902,118.711,119.308,157.143,129.412,123.180,165.692,162.626,161.583,104.000,117.241,120.000,122.581,117.241,122.581,104.000,152.697,170.000,166.053,177.065,175.546,170.732,173.808,180.032,179.856,180.049,182.609,178.475,181.818,170.000,176.421,178.090,175.803,181.718,183.413,158.690,123.897,135.940,136.510,134.593,109.156,137.834,124.919,110.428,115.467,122.754,115.366,135.135,180.328,174.468,179.310,175.000,178.571,180.000,178.378,179.130,178.571,176.699,177.982,175.258,180.000,177.982,175.000,175.510,155.556,156.364,157.143,157.143,155.556,152.000,157.895,160.656,157.143,157.143,155.556,157.143,157.143,156.364,151.020,154.717,156.364,158.621,171.084,145.455,135.135,151.150,145.455,146.667,145.455,148.936,146.667,152.950,138.816,147.826,130.176,129.824,125.000 
185.974,179.242,169.591,171.602,171.949,169.014,174.731,168.759,174.260,172.070,168.800,171.429,186.837,186.864,186.189,185.832,188.334,151.209,156.399,149.836,103.116,173.401,168.597,171.573,170.266,159.769,168.563,165.886,171.429,149.728,0.000,154.642,150.664,147.850,154.189,152.130,152.265,159.375,152.559,147.467,154.838,155.560,166.354,156.911,140.309,86.818,105.117,109.103,110.445,116.248,120.471,107.139,105.758,113.082,116.743,112.205,131.810,161.276,146.607,168.646,171.014,165.008,158.621,163.636,164.706,165.714,163.636,165.714,158.621,161.885,175.363,166.513,171.022,164.707,171.234,171.492,166.909,169.792,173.738,171.555,170.644,166.527,174.713,165.994,174.013,174.328,175.807,176.717,177.018,158.621,149.262,140.935,153.957,142.110,143.005,135.678,146.226,153.538,122.768,124.848,163.092,186.359,182.997,184.125,182.975,183.875,183.503,182.127,184.198,183.797,183.507,183.460,177.823,184.592,183.759,181.781,181.913,171.034,163.126,162.776,164.290,166.252,160.465,156.646,160.903,158.201,154.657,162.062,158.461,158.345,160.765,167.853,165.844,162.820,155.107,179.327,153.846,170.732,154.415,163.633,162.831,162.790,162.024,164.109,162.762,128.270,156.723,144.498,150.973,159.721 
178.769,169.143,167.316,169.583,169.084,164.245,169.242,165.429,170.472,167.499,167.610,151.092,161.028,162.237,159.718,158.423,161.602,168.883,110.211,136.545,143.011,114.313,145.033,164.007,170.858,151.486,158.695,154.518,158.906,150.285,154.642,0.000,53.135,27.907,67.306,39.037,45.564,38.435,37.670,44.188,45.726,29.572,59.858,58.600,65.531,143.300,163.077,160.656,163.077,161.204,164.179,160.571,161.905,158.135,163.077,161.905,173.244,138.671,119.417,138.277,113.647,116.698,152.000,138.706,151.878,149.347,147.172,149.167,152.000,145.081,132.580,127.943,122.992,128.554,112.635,128.641,126.792,143.793,126.359,124.414,129.257,139.814,131.884,134.311,129.129,139.167,150.257,142.595,137.661,176.000,173.574,180.328,177.358,162.261,141.583,159.502,163.536,147.134,180.328,171.412,149.879,142.683,141.295,143.333,146.080,150.955,140.444,138.784,154.248,145.112,131.072,149.926,144.562,145.878,141.755,132.386,138.212,143.205,145.776,148.877,155.335,152.243,144.860,158.979,155.962,151.985,161.725,154.334,155.417,158.416,153.639,154.417,154.902,157.340,154.578,162.452,174.468,158.022,167.135,154.260,145.003,147.940,148.366,150.596,156.459,152.740,151.287,140.328,128.764,143.284 
184.783,172.299,166.470,168.494,170.652,169.626,171.081,167.059,174.579,171.334,173.081,154.212,163.444,161.869,162.914,155.927,165.740,159.883,126.635,143.552,145.425,123.640,154.738,163.788,170.949,156.438,159.393,157.185,162.095,147.565,150.664,53.135,0.000,53.858,49.775,59.517,44.707,54.187,59.383,38.336,59.349,54.359,67.221,63.964,54.473,127.327,158.810,156.753,158.851,159.368,157.626,159.193,157.487,153.981,158.695,158.200,177.358,143.948,124.904,135.226,97.951,108.047,152.000,138.971,144.140,141.269,147.445,141.399,152.000,137.067,121.920,116.207,118.582,125.020,109.598,120.849,123.528,133.309,124.738,117.915,119.899,134.017,120.885,124.917,119.224,126.469,142.317,131.940,145.247,176.000,168.072,171.852,177.358,158.799,144.164,157.506,148.369,147.093,174.928,160.904,153.371,138.795,129.399,136.703,135.823,141.559,132.878,132.766,139.880,131.652,124.086,136.015,135.850,137.344,131.616,123.560,134.700,150.783,156.811,155.349,161.390,157.913,154.180,165.228,164.559,161.090,160.512,161.276,158.961,164.890,157.035,161.589,159.309,162.101,161.175,153.411,174.468,161.290,169.938,160.985,154.301,153.581,149.504,152.125,156.636,146.586,148.247,139.089,139.796,144.389 
183.262,174.770,171.910,172.855,173.282,171.222,174.024,171.626,176.500,170.902,173.857,157.730,166.010,167.494,160.456,163.505,168.064,168.424,117.868,139.317,138.465,110.653,146.733,162.829,170.531,154.240,157.074,152.448,157.363,147.395,147.850,27.907,53.858,0.000,59.137,42.739,47.588,37.917,29.462,49.023,43.423,34.570,66.383,57.161,66.469,131.768,161.290,158.621,161.290,162.500,159.069,161.290,160.000,156.183,161.290,160.000,176.000,135.721,119.048,139.090,108.308,115.705,148.936,139.614,144.751,141.985,144.427,142.180,148.936,140.104,132.699,123.640,119.435,127.078,109.790,132.737,130.379,142.040,128.275,127.903,122.366,140.043,129.881,130.762,129.418,137.822,149.598,141.434,140.756,174.468,172.054,175.788,176.000,153.528,140.795,157.783,154.323,145.128,176.421,167.031,151.414,145.160,135.912,145.736,140.186,148.057,140.134,137.264,151.162,141.206,130.249,143.998,137.692,141.218,141.232,125.571,135.556,147.550,149.659,149.843,155.791,154.401,148.656,157.168,156.245,150.030,160.158,152.592,155.705,156.559,154.267,152.585,153.078,155.779,152.817,158.322,172.727,155.933,165.593,155.493,142.648,148.098,149.524,151.809,158.670,150.122,152.459,139.654,133.317,137.446 
191.070,175.780,172.359,172.391,173.600,173.790,174.065,170.913,179.699,174.851,176.416,154.183,167.651,165.915,169.432,162.587,171.611,168.020,131.042,150.301,137.340,107.865,147.940,160.489,170.557,155.676,159.063,154.380,155.258,145.871,154.189,67.306,49.775,59.137,0.000,69.160,54.089,60.335,64.010,66.662,67.506,66.523,64.421,62.457,48.493,146.021,159.322,156.364,159.322,157.993,157.705,156.471,155.244,159.593,156.665,157.895,174.468,132.837,122.902,120.941,92.970,104.412,145.455,140.448,132.658,134.228,145.375,134.356,145.455,124.696,117.166,110.433,109.562,120.404,107.290,113.679,114.210,135.311,115.580,111.075,111.736,124.664,115.194,118.270,120.187,127.174,136.039,131.014,144.187,172.727,175.510,174.808,174.468,158.418,139.651,159.202,153.315,145.785,178.182,174.147,153.581,139.306,128.297,137.075,131.692,140.811,138.080,129.713,141.213,133.628,124.495,138.002,136.671,134.236,133.882,120.967,131.973,152.871,154.208,157.739,154.485,156.552,150.599,161.611,157.373,154.673,161.502,154.405,157.668,155.234,157.044,157.369,156.833,157.445,155.855,147.531,170.732,153.646,163.969,155.254,145.926,148.538,155.153,149.852,161.471,158.653,154.276,146.442,139.721,137.410 
176.719,165.390,163.062,163.137,162.655,161.314,162.961,159.107,168.752,161.417,163.025,141.211,157.577,159.187,158.067,155.454,160.736,159.047,112.971,137.111,137.224,102.235,140.803,161.250,170.911,150.535,155.850,154.620,159.390,150.976,152.130,39.037,59.517,42.739,69.160,0.000,52.605,34.270,43.743,58.438,55.019,44.707,61.585,53.213,58.293,139.174,163.077,160.656,163.077,161.237,160.633,160.510,161.905,158.171,163.077,161.905,173.248,141.975,125.350,135.384,105.991,107.158,152.000,139.228,152.308,153.087,147.220,149.297,152.000,136.041,120.787,118.478,114.950,120.101,104.422,128.639,121.350,125.472,121.854,118.862,117.083,126.038,126.072,121.294,121.105,121.670,137.449,131.609,139.164,176.000,173.586,176.653,177.358,159.120,140.163,163.254,156.486,147.533,180.328,160.211,153.756,134.497,125.787,135.285,133.807,138.634,129.771,124.706,141.243,135.409,116.950,135.435,130.026,132.415,132.536,116.039,121.260,149.051,148.402,150.906,154.409,156.135,150.421,158.213,154.232,148.265,161.421,153.737,152.282,155.200,155.727,153.836,154.719,154.277,151.420,149.357,174.468,158.018,167.159,150.264,140.987,143.074,144.283,146.643,160.247,150.479,154.567,142.488,131.679,139.057 
177.763,166.937,161.237,163.310,162.822,162.298,162.221,160.857,168.201,165.091,166.817,146.960,157.601,158.292,157.900,155.220,159.324,163.587,124.903,145.090,139.402,104.105,145.977,164.266,166.582,159.704,153.736,159.478,163.283,156.736,152.265,45.564,44.707,47.588,54.089,52.605,0.000,45.649,52.285,47.189,48.765,52.312,58.183,57.287,69.433,132.476,167.123,165.217,167.123,163.383,164.812,164.915,166.197,162.818,167.123,166.197,174.380,143.610,130.443,125.332,95.220,100.071,158.621,147.219,155.209,155.561,154.173,152.107,158.621,126.911,114.604,110.853,105.355,109.173,103.569,117.600,110.674,123.895,112.207,116.405,109.344,126.324,113.893,115.377,121.386,120.867,137.381,130.219,136.317,179.310,176.940,176.536,180.328,163.715,143.895,167.318,161.201,152.774,182.609,165.269,150.626,134.111,126.815,133.775,130.005,133.837,130.437,130.370,139.943,132.628,118.048,135.412,129.621,132.365,130.283,118.584,126.479,144.700,149.082,152.979,153.076,155.886,148.340,159.912,158.102,153.575,165.717,153.903,155.869,154.551,152.972,161.406,157.683,161.076,157.165,141.900,178.182,162.660,170.111,151.465,139.679,144.764,147.400,143.066,152.753,153.852,151.535,145.523,139.375,146.862 
178.553,165.432,162.366,163.746,163.581,161.870,164.423,162.419,170.252,163.051,166.371,139.443,156.942,159.906,159.914,155.858,160.866,166.371,111.016,138.775,135.173,102.768,136.287,163.950,174.544,155.113,159.111,158.822,158.782,149.940,159.375,38.435,54.187,37.917,60.335,34.270,45.649,0.000,37.056,58.755,53.876,41.225,53.467,43.193,58.919,149.190,163.077,160.656,163.077,164.179,164.179,160.724,161.905,163.381,163.077,161.905,173.204,138.035,129.932,137.077,109.642,107.122,152.000,139.235,152.245,149.050,147.350,144.698,152.000,132.429,126.177,117.998,115.775,117.431,107.635,129.191,119.187,131.945,116.993,116.698,117.852,128.076,123.823,117.344,122.810,128.181,137.756,132.457,139.655,176.000,178.182,177.078,177.358,158.731,139.808,162.595,159.829,149.874,180.328,168.482,154.821,136.121,129.023,133.289,134.992,140.593,130.878,129.242,144.954,135.840,118.999,135.233,130.974,136.314,131.518,118.209,125.808,150.731,150.453,155.854,157.412,158.521,151.348,159.021,154.774,155.231,164.047,157.878,160.503,158.068,160.276,154.749,159.859,157.282,156.020,150.140,174.468,158.163,166.564,153.348,144.244,145.986,150.942,153.365,165.184,157.239,157.561,146.981,136.469,139.165 
182.945,173.062,169.871,171.327,173.492,170.066,173.190,169.854,175.400,169.935,170.697,154.326,165.082,167.503,161.396,163.172,169.750,168.683,117.057,142.507,137.270,103.082,143.011,163.396,174.219,155.500,158.349,158.165,158.818,149.122,152.559,37.670,59.383,29.462,64.010,43.743,52.285,37.056,0.000,56.433,34.932,36.990,71.976,59.612,66.314,140.775,162.500,160.000,162.500,163.636,160.316,160.097,161.290,162.800,162.500,161.290,172.752,136.520,126.980,138.754,106.091,121.507,151.020,142.669,143.483,147.892,146.558,144.180,151.020,137.786,132.121,123.551,116.698,117.627,106.798,126.063,127.872,135.827,120.270,128.899,117.772,132.875,123.595,124.921,130.827,137.143,148.745,138.917,147.600,175.510,177.778,172.959,176.923,155.940,142.481,159.653,153.116,147.127,177.239,168.076,157.226,145.606,133.938,142.920,140.094,145.240,135.575,129.162,143.969,136.589,128.090,139.299,133.452,135.922,135.795,121.048,128.407,152.960,151.838,154.665,157.408,159.405,153.947,157.847,153.910,153.923,163.427,156.312,158.004,157.317,159.322,153.522,158.627,156.380,156.032,155.016,173.913,157.461,166.746,149.978,142.959,148.259,150.417,149.988,164.645,154.305,157.082,146.112,139.767,142.073 
182.604,175.218,172.743,174.519,174.371,170.878,172.340,169.170,175.627,172.054,171.608,159.318,166.234,166.004,162.591,159.663,166.090,167.316,132.218,146.504,150.548,128.166,156.040,164.341,173.371,154.925,161.822,157.148,162.095,150.528,147.467,44.188,38.336,49.023,66.662,58.438,47.189,58.755,56.433,0.000,53.430,53.641,77.108,69.112,62.945,125.882,159.071,157.100,159.168,159.699,157.550,159.539,157.765,154.246,159.016,158.443,177.358,149.001,125.368,134.133,107.561,113.260,152.000,139.147,152.308,149.541,147.129,145.810,152.000,145.158,124.803,124.383,122.405,129.275,109.386,123.730,126.400,136.339,129.159,129.622,124.741,137.763,129.834,129.430,125.810,135.165,156.057,143.017,145.468,176.000,168.532,171.458,177.358,162.370,146.546,158.218,155.148,147.320,175.457,164.305,153.377,149.794,142.259,149.986,147.992,149.497,142.961,141.686,153.037,146.702,133.092,150.084,145.829,149.679,144.062,138.284,141.737,150.955,155.093,155.484,162.065,160.935,154.993,165.818,167.022,161.443,162.753,161.278,159.577,165.251,155.366,162.078,162.062,164.465,161.477,156.888,174.468,161.290,169.938,160.837,156.911,156.508,155.566,157.737,159.684,149.841,148.934,136.968,140.648,149.463 
179.788,171.530,167.395,170.016,170.866,167.576,170.270,166.648,172.437,168.694,169.831,150.627,164.689,166.017,161.284,162.183,168.074,165.426,123.304,136.870,140.976,106.678,142.786,163.920,170.953,152.431,159.878,155.044,159.299,150.854,154.838,45.726,59.349,43.423,67.506,55.019,48.765,53.876,34.932,53.430,0.000,41.726,70.586,69.510,66.366,132.567,163.636,161.290,163.636,164.706,161.495,161.088,162.500,158.908,163.636,162.500,169.967,136.747,121.421,127.538,107.414,121.718,152.941,144.755,153.113,149.723,148.408,149.911,152.941,129.030,125.967,122.155,122.321,124.142,108.911,125.968,127.219,136.919,125.878,132.359,117.618,133.350,126.061,130.618,130.504,138.408,148.288,141.080,140.752,176.471,173.880,170.590,177.778,160.092,137.686,160.820,154.459,148.551,177.875,168.389,147.924,145.693,134.490,142.408,139.034,146.041,137.523,137.607,143.984,140.588,130.440,142.809,136.356,136.084,137.564,126.765,128.045,145.867,146.946,153.853,151.452,154.709,143.255,161.636,155.438,152.504,162.600,152.000,151.686,155.972,154.212,157.807,156.485,158.164,153.698,148.823,175.000,158.519,166.969,149.368,146.114,145.532,144.628,144.825,155.823,148.335,152.783,142.922,131.140,143.533 
183.385,171.906,170.454,172.489,171.868,167.864,172.785,170.520,173.888,171.178,171.168,157.378,164.543,166.455,163.957,160.781,166.300,168.038,112.125,142.105,139.885,105.315,140.323,160.453,168.711,151.917,155.289,152.566,155.207,144.961,155.560,29.572,54.359,34.570,66.523,44.707,52.312,41.225,36.990,53.641,41.726,0.000,56.406,56.105,68.039,140.711,159.322,156.364,159.322,160.656,160.656,156.752,157.895,153.874,159.322,157.895,174.468,128.261,109.514,141.512,113.195,118.535,145.455,131.941,137.376,142.744,140.978,138.667,145.455,135.531,128.309,123.271,124.079,130.072,109.908,135.079,126.062,140.368,126.483,123.222,121.495,134.414,130.414,129.462,131.075,136.905,145.804,143.844,137.060,172.727,170.365,178.182,174.468,157.922,134.070,158.716,159.498,142.152,178.182,169.114,144.692,144.619,136.072,140.717,141.585,145.015,138.861,136.625,151.460,142.529,130.513,141.981,140.796,142.772,140.366,123.412,134.553,137.702,143.177,147.503,148.151,150.252,138.760,155.910,157.174,150.697,158.869,148.462,148.852,151.943,147.416,151.728,151.615,156.999,150.335,156.145,170.732,153.666,163.927,157.418,142.315,144.408,147.682,150.686,151.796,149.347,147.468,135.195,125.599,137.043 
